Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A2977,data analytics course,165.0,5455.0,191.75,30.0,5.0,0.03,1145.0,2024-11-02,hyderabad,Desktop,data anaytics training
A2978,data analytics course,145.0,3779.0,182.65,27.0,4.0,0.0489792299898682,1364.0,2024-11-24,hyderabad,Tablet,analytics for data
A2979,data analytics course,99.0,5981.0,243.89,16.0,9.0,0.091,1876.0,2024-11-11,hyderabad,Desktop,data analitics online
A2980,data analytics course,138.95699356913184,5954.0,216.02,27.0,10.0,0.0489792299898682,1880.0,2024-11-28,hyderabad,Desktop,data anaytics training
A2981,data analytics course,139.0,5055.0,215.09062325209752,19.0,8.0,0.058,1696.0,2024-11-29,hyderabad,Tablet,online data analytic
A2982,data analytics course,153.0,4524.0,224.15,20.0,4.0,0.026,1083.0,2024-11-05,hyderabad,Tablet,learn data analytics
A2983,data analytics course,184.0,5903.0,182.5,15.0,10.0,0.05,1230.0,2024-11-25,hyderabad,Mobile,learn data analytics
A2984,data analytics course,119.0,5050.0,180.57,12.0,8.0,0.067,1243.0,2024-11-04,hyderabad,Mobile,analytics for data
A2985,data analytics course,109.0,4816.0,182.9,27.0,8.0,0.0489792299898682,1123.0,2024-11-21,hyderabad,Desktop,data anaytics training
A2986,data analytics course,168.0,4070.0,222.99,29.0,7.0,0.046,1733.0,2024-11-12,hyderabad,Mobile,data anaytics training
A2987,data analytics course,138.95699356913184,5827.0,190.93,14.0,3.0,0.0489792299898682,1731.0,2024-11-30,hyderabad,Desktop,data analytics course
A2988,data analytics course,82.0,4922.0,234.82,27.0,10.0,0.033,1556.0,2024-11-17,hyderabad,Desktop,data anaytics training
A2989,data analytics course,112.0,4277.0,249.65,27.0,3.0,0.0489792299898682,1953.0,2024-11-26,hyderabad,Tablet,data analitics online
A2990,data analytics course,99.0,3418.0,195.91,19.0,10.0,0.101,1242.0,2024-04-11,hyderabad,Desktop,data anaytics training
A2991,data analytics course,89.0,3363.0,220.07,26.0,7.0,0.0489792299898682,1939.0,2024-11-09,hyderabad,Desktop,data analytics course
A2992,data analytics course,154.0,4828.0,233.39,24.0,6.0,0.0489792299898682,1661.0,2024-02-11,hyderabad,Tablet,learn data analytics
A2993,data analytics course,155.0,4135.0,226.66,26.0,7.0,0.057,1442.0,2024-11-22,hyderabad,Tablet,analytics for data
A2994,data analytics course,188.0,5254.0,190.43,27.0,7.0,0.037,1821.0,2024-11-16,hyderabad,Desktop,online data analytic
A2995,data analytics course,83.0,4439.0,232.13,28.0,7.0,0.084,1570.0,2024-11-19,hyderabad,Mobile,data anaytics training
A2996,data analytics course,127.0,3053.0,183.57,10.0,8.0,0.063,1669.0,2024-11-13,hyderabad,Tablet,data analytics course
A2997,data analytics course,141.0,5550.0,213.82,24.0,10.0,0.0489792299898682,1545.0,2024-11-15,hyderabad,Tablet,data analitics online
A2998,data analytics course,149.0,4678.0,241.41,11.0,6.0,0.0489792299898682,1106.0,2024-04-11,hyderabad,Desktop,analytics for data
A2999,data analytics course,152.0,3036.0,210.78,12.0,6.0,0.0489792299898682,1074.0,2024-11-10,hyderabad,Tablet,data analitics online
A3000,data analytics course,123.0,5050.0,247.93,11.0,8.0,0.065,1755.0,2024-11-29,hyderabad,Tablet,analytics for data
A3001,data analytics course,137.0,5057.0,194.11,11.0,6.0,0.044,1206.0,2024-11-09,hyderabad,Desktop,data analytics course
A3002,data analytics course,93.0,5346.0,197.78,15.0,8.0,0.086,1036.0,2024-11-15,hyderabad,Tablet,data analitics online
A3003,data analytics course,150.0,5580.0,204.73,24.0,10.0,0.067,1498.6481105241771,2024-11-17,hyderabad,Tablet,data analytics course
A3004,data analytics course,122.0,3351.0,196.49,13.0,3.0,0.025,1362.0,2024-11-30,hyderabad,Desktop,data analytics course
A3005,data analytics course,168.0,3128.0,184.27,30.0,7.0,0.0489792299898682,1957.0,2024-01-11,hyderabad,Tablet,data analytics course
A3006,data analytics course,113.0,4523.280832678712,215.09062325209752,26.0,8.0,0.071,1285.0,2024-12-11,hyderabad,Mobile,data analytics course
A3007,data analytics course,124.0,5402.0,222.16,21.0,7.0,0.059,1091.0,2024-11-27,hyderabad,Desktop,data anaytics training
A3008,data analytics course,95.0,4653.0,193.63,17.0,4.0,0.042,1688.0,2024-11-27,hyderabad,Desktop,data analytics course
A3009,data analytics course,185.0,4599.0,248.28,15.0,5.0,0.027,1673.0,2024-06-11,hyderabad,Desktop,data analitics online
A3010,data analytics course,144.0,3120.0,221.66,24.0,7.0,0.0489792299898682,1061.0,2024-11-13,hyderabad,Mobile,data anaytics training
A3011,data analytics course,175.0,3521.0,210.11,14.0,9.0,0.051,1140.0,2024-11-28,hyderabad,Mobile,analytics for data
A3012,data analytics course,88.0,5823.0,246.67,12.0,9.0,0.102,1514.0,2024-01-11,hyderabad,Mobile,data analytics course
A3013,data analytics course,90.0,5569.0,196.6,27.0,4.0,0.053,1516.0,2024-11-20,hyderabad,Desktop,data analitics online
A3014,data analytics course,94.0,4255.0,221.06,13.0,5.0,0.053,1623.0,2024-11-20,hyderabad,Desktop,learn data analytics
A3015,data analytics course,191.0,4910.0,232.7,14.0,10.0,0.052,1080.0,2024-11-03,hyderabad,Tablet,analytics for data
A3016,data analytics course,167.0,5675.0,222.56,15.0,4.0,0.024,1862.0,2024-11-17,hyderabad,Tablet,analytics for data
A3017,data analytics course,136.0,3777.0,186.5,11.0,4.0,0.029,1027.0,2024-11-05,hyderabad,Mobile,learn data analytics
A3018,data analytics course,110.0,5790.0,215.09062325209752,23.0,9.0,0.0489792299898682,1463.0,2024-08-11,hyderabad,Tablet,data analitics online
A3019,data analytics course,171.0,3055.0,215.09062325209752,26.0,5.0,0.029,1701.0,2024-11-18,hyderabad,Mobile,data anaytics training
A3020,data analytics course,134.0,5620.0,231.4,28.0,7.0,0.052,1499.0,2024-11-29,hyderabad,Desktop,data anaytics training
A3021,data analytics course,170.0,4594.0,193.2,27.0,9.0,0.053,1319.0,2024-11-27,hyderabad,Mobile,analytics for data
A3022,data analytics course,151.0,4907.0,248.32,10.0,4.0,0.026,1948.0,2024-11-23,hyderabad,Desktop,data analytics course
A3023,data analytics course,124.0,5437.0,180.54,29.0,7.0,0.0489792299898682,1564.0,2024-09-11,hyderabad,Desktop,analytics for data
A3024,data analytics course,88.0,4794.0,242.28,11.0,3.0,0.034,1210.0,2024-11-07,hyderabad,Mobile,data anaytics training
A3025,data analytics course,118.0,5326.0,199.76,19.0,8.0,0.068,1195.0,2024-11-24,hyderabad,Tablet,analytics for data
A3026,data analytics course,160.0,5642.0,200.82,25.0,7.0,0.0489792299898682,1498.6481105241771,2024-11-29,hyderabad,Mobile,learn data analytics
A3027,data analytics course,112.0,4594.0,236.12,29.0,8.0,0.071,1569.0,2024-11-23,hyderabad,Mobile,data anaytics training
A3028,data analytics course,186.0,4352.0,223.95,29.0,3.0,0.016,1290.0,2024-06-11,hyderabad,Mobile,data anaytics training
A3029,data analytics course,139.0,4220.0,206.02,21.0,5.0,0.036,1671.0,2024-11-21,hyderabad,Desktop,learn data analytics
A3030,data analytics course,164.0,4909.0,245.06,13.0,3.0,0.045,1601.0,2024-04-11,hyderabad,Mobile,learn data analytics
A3031,data analytics course,89.0,3148.0,219.25,13.0,4.0,0.045,1533.0,2024-11-06,hyderabad,Desktop,data analitics online
A3032,data analytics course,107.0,3105.0,195.46,20.0,10.0,0.037,1455.0,2024-11-19,hyderabad,Mobile,data analitics online
A3033,data analytics course,179.0,5062.0,214.66,18.0,4.0,0.05,1815.0,2024-11-24,hyderabad,Mobile,data analytics course
A3034,data analytics course,136.0,4096.0,228.79,19.0,10.0,0.039,1054.0,2024-11-26,hyderabad,Desktop,data anaytics training
A3035,data analytics course,140.0,4283.0,205.02,22.0,7.0,0.0489792299898682,1674.0,2024-11-11,hyderabad,Mobile,data analytics course
A3036,data analytics course,137.0,4189.0,208.84,17.0,7.0,0.0489792299898682,1211.0,2024-11-09,hyderabad,Mobile,online data analytic
A3037,data analytics course,199.0,4818.0,230.19,11.0,7.0,0.038,1714.0,2024-11-08,hyderabad,Desktop,online data analytic
A3038,data analytics course,95.0,5256.0,235.84,12.0,8.0,0.052,1324.0,2024-11-24,hyderabad,Mobile,data anaytics training
A3039,data analytics course,182.0,3980.0,191.75,16.0,5.0,0.027,1050.0,2024-11-08,hyderabad,Tablet,online data analytic
A3040,data analytics course,132.0,4359.0,237.12,29.0,3.0,0.0489792299898682,1872.0,2024-01-11,hyderabad,Mobile,online data analytic
A3041,data analytics course,139.0,5326.0,241.7,29.0,5.0,0.036,1423.0,2024-08-11,hyderabad,Mobile,analytics for data
A3042,data analytics course,134.0,5614.0,220.52,14.0,6.0,0.036,1498.6481105241771,2024-11-15,hyderabad,Desktop,data analitics online
A3043,data analytics course,166.0,3746.0,213.81,16.0,5.0,0.03,1750.0,2024-11-08,hyderabad,Mobile,data analitics online
A3044,data analytics course,121.0,5608.0,219.92,19.0,4.0,0.049,1209.0,2024-11-14,hyderabad,Tablet,data anaytics training
A3045,data analytics course,173.0,4582.0,204.99,17.0,5.0,0.029,1703.0,2024-11-21,hyderabad,Desktop,data anaytics training
A3046,data analytics course,132.0,4438.0,232.68,24.0,7.0,0.0489792299898682,1959.0,2024-11-09,hyderabad,Desktop,analytics for data
A3047,data analytics course,136.0,5011.0,236.62,25.0,5.0,0.037,1582.0,2024-11-03,hyderabad,Mobile,data analytics course
A3048,data analytics course,174.0,5864.0,190.45,26.0,5.0,0.045,1508.0,2024-11-27,hyderabad,Mobile,data anaytics training
A3049,data analytics course,168.0,5114.0,186.75,10.0,3.0,0.018,1530.0,2024-11-18,hyderabad,Desktop,online data analytic
A3050,data analytics course,117.0,5658.0,191.48,13.0,3.0,0.032,1779.0,2024-11-25,hyderabad,Mobile,learn data analytics
A3051,data analytics course,187.0,4876.0,192.2,16.0,5.0,0.027,1396.0,2024-11-09,hyderabad,Tablet,analytics for data
A3052,data analytics course,138.95699356913184,5139.0,212.2,20.0,10.0,0.0489792299898682,1613.0,2024-11-18,hyderabad,Tablet,online data analytic
A3053,data analytics course,138.95699356913184,5470.0,210.97,24.0,7.0,0.0489792299898682,1928.0,2024-11-21,hyderabad,Desktop,data analitics online
A3054,data analytics course,112.0,5143.0,242.96,18.0,3.0,0.027,1029.0,2024-07-11,hyderabad,Mobile,data anaytics training
A3055,data analytics course,124.0,4523.280832678712,209.92,15.0,4.0,0.032,1498.6481105241771,2024-11-25,hyderabad,Desktop,data analitics online
A3056,data analytics course,132.0,4769.0,236.41,15.0,4.0,0.03,1498.6481105241771,2024-11-26,hyderabad,Tablet,analytics for data
A3057,data analytics course,167.0,3366.0,213.02,28.0,4.0,0.059,1159.0,2024-11-14,hyderabad,Mobile,data analytics course
A3058,data analytics course,165.0,5228.0,199.73,27.0,3.0,0.04,1829.0,2024-05-11,hyderabad,Mobile,analytics for data
A3059,data analytics course,108.0,4266.0,220.02,24.0,5.0,0.0489792299898682,1282.0,2024-11-23,hyderabad,Mobile,data anaytics training
A3060,data analytics course,182.0,5102.0,226.22,16.0,10.0,0.06,1600.0,2024-11-07,hyderabad,Mobile,data analytics course
A3061,data analytics course,91.0,3787.0,226.17,26.0,8.0,0.088,1493.0,2024-10-11,hyderabad,Tablet,data analytics course
A3062,data analytics course,194.0,4598.0,233.86,25.0,4.0,0.0489792299898682,1565.0,2024-05-11,hyderabad,Tablet,data analitics online
A3063,data analytics course,189.0,5404.0,218.41,17.0,10.0,0.053,1418.0,2024-11-24,hyderabad,Mobile,learn data analytics
A3064,data analytics course,85.0,4432.0,214.79,22.0,7.0,0.082,1262.0,2024-11-23,hyderabad,Tablet,data analitics online
A3065,data analytics course,162.0,4016.0,224.48,28.0,10.0,0.041,1060.0,2024-11-19,hyderabad,Mobile,data anaytics training
A3066,data analytics course,138.95699356913184,5379.0,248.46,28.0,5.0,0.0489792299898682,1881.0,2024-11-27,hyderabad,Desktop,online data analytic
A3067,data analytics course,88.0,5093.0,222.28,13.0,9.0,0.05,1185.0,2024-09-11,hyderabad,Desktop,online data analytic
A3068,data analytics course,121.0,5092.0,219.15,21.0,6.0,0.05,1864.0,2024-11-04,hyderabad,Desktop,analytics for data
A3069,data analytics course,81.0,3015.0,218.69,10.0,7.0,0.086,1550.0,2024-11-27,hyderabad,Desktop,learn data analytics
A3070,data analytics course,125.0,3745.0,206.93,24.0,3.0,0.024,1619.0,2024-11-08,hyderabad,Tablet,data analytics course
A3071,data analytics course,188.0,5046.0,202.52,18.0,10.0,0.06,1625.0,2024-11-05,hyderabad,Tablet,online data analytic
A3072,data analytics course,99.0,4032.0,186.45,19.0,5.0,0.0489792299898682,1074.0,2024-11-03,hyderabad,Desktop,data analytics course
A3073,data analytics course,170.0,3879.0,245.0,29.0,7.0,0.0489792299898682,1202.0,2024-11-26,hyderabad,Tablet,data analytics course
A3074,data analytics course,105.0,4968.0,188.38,14.0,5.0,0.0489792299898682,1135.0,2024-11-21,hyderabad,Tablet,learn data analytics
A3075,data analytics course,173.0,5872.0,190.3,24.0,5.0,0.029,1953.0,2024-11-26,hyderabad,Tablet,data analitics online
A3076,data analytics course,186.0,3058.0,230.71,27.0,7.0,0.038,1498.6481105241771,2024-11-23,hyderabad,Mobile,analytics for data
A3077,data analytics course,143.0,3109.0,246.92,22.0,5.0,0.035,1589.0,2024-11-13,hyderabad,Tablet,learn data analytics
A3078,data analytics course,124.0,5415.0,217.55,24.0,4.0,0.032,1258.0,2024-11-27,hyderabad,Desktop,data analitics online
A3079,data analytics course,154.0,5633.0,245.95,29.0,7.0,0.035,1604.0,2024-11-03,hyderabad,Tablet,learn data analytics
A3080,data analytics course,85.0,5402.0,191.95,18.0,7.0,0.082,1002.0,2024-11-26,hyderabad,Desktop,data anaytics training
A3081,data analytics course,167.0,4059.0,209.18,17.0,4.0,0.024,1742.0,2024-11-16,hyderabad,Tablet,learn data analytics
A3082,data analytics course,139.0,3172.0,227.83,20.0,10.0,0.072,1130.0,2024-11-28,hyderabad,Tablet,analytics for data
A3083,data analytics course,193.0,5716.0,224.53,19.0,9.0,0.047,1167.0,2024-11-13,hyderabad,Desktop,online data analytic
A3084,data analytics course,127.0,4816.0,245.25,23.0,3.0,0.049,1985.0,2024-07-11,hyderabad,Tablet,learn data analytics
A3085,data analytics course,80.0,3742.0,247.16,24.0,10.0,0.055,1686.0,2024-11-08,hyderabad,Tablet,analytics for data
A3086,data analytics course,174.0,4469.0,215.98,14.0,8.0,0.046,1619.0,2024-11-07,hyderabad,Desktop,online data analytic
A3087,data analytics course,127.0,3454.0,209.19,19.0,10.0,0.058,1937.0,2024-11-05,hyderabad,Desktop,data anaytics training
A3088,data analytics course,151.0,3702.0,245.02,22.0,9.0,0.06,1983.0,2024-04-11,hyderabad,Tablet,learn data analytics
A3089,data analytics course,113.0,4258.0,232.25,16.0,10.0,0.088,1374.0,2024-11-24,hyderabad,Mobile,online data analytic
A3090,data analytics course,159.0,4047.0,205.62,24.0,3.0,0.05,1177.0,2024-09-11,hyderabad,Tablet,analytics for data
A3091,data analytics course,197.0,3319.0,215.83,26.0,10.0,0.051,1342.0,2024-11-18,hyderabad,Desktop,analytics for data
A3092,data analytics course,106.0,5661.0,181.96,17.0,3.0,0.028,1250.0,2024-11-11,hyderabad,Desktop,data analitics online
A3093,data analytics course,143.0,4914.0,222.69,12.0,7.0,0.05,1280.0,2024-12-11,hyderabad,Desktop,analytics for data
A3094,data analytics course,111.0,5382.0,219.59,29.0,5.0,0.032,1464.0,2024-11-25,hyderabad,Desktop,analytics for data
A3095,data analytics course,98.0,5898.0,186.46,20.0,6.0,0.038,1498.6481105241771,2024-11-09,hyderabad,Mobile,data analitics online
A3096,data analytics course,98.0,3967.0,214.51,12.0,5.0,0.051,1180.0,2024-11-08,hyderabad,Desktop,analytics for data
A3097,data analytics course,109.0,3089.0,190.0,24.0,7.0,0.038,1779.0,2024-11-01,hyderabad,Tablet,data analitics online
A3098,data analytics course,168.0,3219.0,193.16,12.0,7.0,0.037,1395.0,2024-11-23,hyderabad,Mobile,online data analytic
A3099,data analytics course,127.0,4039.0,247.92,20.0,8.0,0.063,1498.6481105241771,2024-11-27,hyderabad,Mobile,learn data analytics
A3100,data analytics course,136.0,4051.0,194.29,25.0,5.0,0.0489792299898682,1498.6481105241771,2024-11-28,hyderabad,Tablet,learn data analytics
A3101,data analytics course,173.0,5270.0,233.33,11.0,7.0,0.04,1783.0,2024-11-16,hyderabad,Desktop,analytics for data
A3102,data analytics course,184.0,3239.0,221.33,25.0,10.0,0.054,1557.0,2024-11-04,hyderabad,Desktop,online data analytic
A3103,data analytics course,174.0,4054.0,201.25,15.0,7.0,0.0489792299898682,1514.0,2024-11-23,hyderabad,Mobile,learn data analytics
A3104,data analytics course,196.0,5448.0,232.55,30.0,8.0,0.041,1694.0,2024-11-14,hyderabad,Desktop,learn data analytics
A3105,data analytics course,193.0,4523.280832678712,238.8,20.0,5.0,0.04,1327.0,2024-11-02,hyderabad,Mobile,data anaytics training
A3106,data analytics course,97.0,3937.0,197.37,14.0,10.0,0.103,1160.0,2024-11-22,hyderabad,Tablet,learn data analytics
A3107,data analytics course,128.0,4175.0,200.11,12.0,10.0,0.059,1599.0,2024-11-20,hyderabad,Desktop,data analitics online
A3108,data analytics course,143.0,5780.0,237.51,24.0,4.0,0.054,1440.0,2024-11-15,hyderabad,Mobile,data analitics online
A3109,data analytics course,138.95699356913184,3809.0,202.28,17.0,9.0,0.059,1031.0,2024-11-17,hyderabad,Desktop,data analytics course
A3110,data analytics course,83.0,3684.0,203.47,24.0,7.0,0.0489792299898682,1805.0,2024-11-17,hyderabad,Tablet,data analytics course
A3111,data analytics course,189.0,3226.0,236.68,14.0,6.0,0.032,1364.0,2024-11-06,hyderabad,Tablet,analytics for data
A3112,data analytics course,165.0,4978.0,180.25,12.0,4.0,0.058,1123.0,2024-11-14,hyderabad,Tablet,online data analytic
A3113,data analytics course,172.0,5041.0,189.31,22.0,10.0,0.0489792299898682,1645.0,2024-11-07,hyderabad,Mobile,data anaytics training
A3114,data analytics course,183.0,4124.0,186.66,24.0,6.0,0.033,1183.0,2024-11-28,hyderabad,Tablet,data analytics course
A3115,data analytics course,196.0,3143.0,238.22,28.0,7.0,0.036,1234.0,2024-11-08,hyderabad,Mobile,data analitics online
A3116,data analytics course,98.0,4505.0,209.36,27.0,5.0,0.0489792299898682,1186.0,2024-11-29,hyderabad,Tablet,learn data analytics
A3117,data analytics course,158.0,3736.0,226.99,11.0,8.0,0.0489792299898682,1606.0,2024-11-29,hyderabad,Tablet,data anaytics training
A3118,data analytics course,104.0,5949.0,216.6,28.0,4.0,0.038,1102.0,2024-10-11,hyderabad,Mobile,analytics for data
A3119,data analytics course,84.0,4625.0,226.02,13.0,5.0,0.0489792299898682,1969.0,2024-11-14,hyderabad,Desktop,online data analytic
A3120,data analytics course,128.0,5022.0,188.96,26.0,6.0,0.047,1108.0,2024-11-02,hyderabad,Mobile,data anaytics training
A3121,data analytics course,99.0,5483.0,180.04,24.0,5.0,0.05,1687.0,2024-04-11,hyderabad,Desktop,analytics for data
A3122,data analytics course,107.0,5491.0,217.98,17.0,10.0,0.093,1480.0,2024-11-11,hyderabad,Mobile,online data analytic
A3123,data analytics course,86.0,4078.0,208.92,26.0,3.0,0.035,1698.0,2024-11-06,hyderabad,Mobile,data analytics course
A3124,data analytics course,138.95699356913184,3052.0,245.45,24.0,6.0,0.0489792299898682,1769.0,2024-11-28,hyderabad,Desktop,data analitics online
A3125,data analytics course,88.0,3708.0,225.76,10.0,5.0,0.036,1667.0,2024-12-11,hyderabad,Tablet,data anaytics training
A3126,data analytics course,141.0,5314.0,184.34,29.0,10.0,0.071,1271.0,2024-11-19,hyderabad,Mobile,online data analytic
A3127,data analytics course,193.0,3566.0,212.73,19.0,7.0,0.036,1311.0,2024-11-04,hyderabad,Desktop,data analitics online
A3128,data analytics course,185.0,4839.0,193.99,26.0,6.0,0.032,1492.0,2024-04-11,hyderabad,Desktop,data anaytics training
A3129,data analytics course,117.0,5145.0,244.44,12.0,8.0,0.068,1498.6481105241771,2024-10-11,hyderabad,Mobile,data analitics online
A3130,data analytics course,147.0,4371.0,243.04,26.0,9.0,0.061,1776.0,2024-11-18,hyderabad,Desktop,online data analytic
A3131,data analytics course,197.0,5697.0,243.72,13.0,3.0,0.0489792299898682,1154.0,2024-06-11,hyderabad,Mobile,learn data analytics
A3132,data analytics course,81.0,3096.0,228.47,22.0,3.0,0.037,1386.0,2024-11-22,hyderabad,Tablet,analytics for data
A3133,data analytics course,198.0,4163.0,218.64,11.0,6.0,0.03,1904.0,2024-11-30,hyderabad,Tablet,learn data analytics
A3134,data analytics course,155.0,5150.0,224.6,24.0,7.0,0.039,1146.0,2024-11-04,hyderabad,Tablet,data analytics course
A3135,data analytics course,181.0,3948.0,223.51,17.0,4.0,0.057,1075.0,2024-10-11,hyderabad,Mobile,analytics for data
A3136,data analytics course,108.0,3126.0,248.94,12.0,3.0,0.028,1942.0,2024-11-16,hyderabad,Tablet,analytics for data
A3137,data analytics course,114.0,5551.0,195.44,30.0,5.0,0.044,1255.0,2024-11-15,hyderabad,Tablet,analytics for data
A3138,data analytics course,146.0,5712.0,221.73,26.0,5.0,0.0489792299898682,1201.0,2024-11-12,hyderabad,Mobile,analytics for data
A3139,data analytics course,89.0,4175.0,194.22,11.0,3.0,0.055,1370.0,2024-11-22,hyderabad,Desktop,data anaytics training
A3140,data analytics course,82.0,4523.280832678712,215.09062325209752,30.0,8.0,0.098,1511.0,2024-11-17,hyderabad,Desktop,learn data analytics
A3141,data analytics course,98.0,5728.0,230.52,14.0,10.0,0.0489792299898682,1322.0,2024-07-11,hyderabad,Mobile,data anaytics training
A3142,data analytics course,87.0,3161.0,244.49,24.0,8.0,0.092,1161.0,2024-11-06,hyderabad,Tablet,data analitics online
A3143,data analytics course,146.0,4773.0,248.27,30.0,6.0,0.041,1304.0,2024-11-01,hyderabad,Tablet,online data analytic
A3144,data analytics course,138.95699356913184,3385.0,208.31,25.0,10.0,0.0489792299898682,1972.0,2024-11-16,hyderabad,Mobile,analytics for data
A3145,data analytics course,122.0,5600.0,223.06,12.0,3.0,0.025,1061.0,2024-11-18,hyderabad,Tablet,learn data analytics
A3146,data analytics course,153.0,4218.0,228.36,16.0,7.0,0.046,1178.0,2024-03-11,hyderabad,Mobile,data analitics online
A3147,data analytics course,108.0,3358.0,184.1,28.0,4.0,0.037,1888.0,2024-11-16,hyderabad,Desktop,analytics for data
A3148,data analytics course,147.0,3021.0,200.17,20.0,4.0,0.027,1718.0,2024-11-18,hyderabad,Mobile,analytics for data
A3149,data analytics course,121.0,4477.0,224.77,28.0,10.0,0.083,1604.0,2024-11-17,hyderabad,Tablet,data analitics online
A3150,data analytics course,112.0,4073.0,180.24,30.0,4.0,0.0489792299898682,1628.0,2024-11-12,hyderabad,Tablet,data anaytics training
A3151,data analytics course,127.0,5172.0,204.19,10.0,4.0,0.031,1183.0,2024-11-20,hyderabad,Mobile,data analitics online
A3152,data analytics course,192.0,5896.0,201.18,30.0,9.0,0.05,1589.0,2024-11-30,hyderabad,Desktop,data analytics course
A3153,data analytics course,174.0,3427.0,223.77,20.0,7.0,0.036,1293.0,2024-11-15,hyderabad,Desktop,analytics for data
A3154,data analytics course,166.0,4176.0,243.1,16.0,9.0,0.041,1147.0,2024-11-24,hyderabad,Desktop,learn data analytics
A3155,data analytics course,98.0,5835.0,232.82,19.0,6.0,0.0489792299898682,1989.0,2024-11-02,hyderabad,Mobile,data analitics online
A3156,data analytics course,191.0,5438.0,244.1,19.0,5.0,0.0489792299898682,1203.0,2024-11-08,hyderabad,Tablet,learn data analytics
A3157,data analytics course,89.0,4936.0,199.91,16.0,4.0,0.059,1543.0,2024-11-14,hyderabad,Desktop,data analytics course
A3158,data analytics course,180.0,3526.0,215.09062325209752,15.0,7.0,0.039,1336.0,2024-11-16,hyderabad,Mobile,online data analytic
A3159,data analytics course,91.0,5509.0,186.22,29.0,5.0,0.055,1928.0,2024-11-02,hyderabad,Mobile,learn data analytics
A3160,data analytics course,114.0,5748.0,184.76,16.0,8.0,0.07,1490.0,2024-11-21,hyderabad,Desktop,data analitics online
A3161,data analytics course,80.0,5155.0,217.3,28.0,5.0,0.0489792299898682,1316.0,2024-12-11,hyderabad,Tablet,data analytics course
A3162,data analytics course,127.0,4537.0,247.11,17.0,7.0,0.043,1451.0,2024-11-18,hyderabad,Tablet,analytics for data
A3163,data analytics course,84.0,5468.0,227.36,13.0,4.0,0.048,1228.0,2024-11-26,hyderabad,Tablet,data analytics course
A3164,data analytics course,182.0,4390.0,239.33,11.0,7.0,0.052,1799.0,2024-11-27,hyderabad,Tablet,data anaytics training
A3165,data analytics course,105.0,5883.0,180.07,20.0,4.0,0.038,1586.0,2024-11-05,hyderabad,Mobile,data analytics course
A3166,data analytics course,162.0,3120.0,245.58,30.0,6.0,0.037,1952.0,2024-06-11,hyderabad,Mobile,data anaytics training
A3167,data analytics course,118.0,4377.0,219.81,21.0,4.0,0.034,1290.0,2024-11-14,hyderabad,Desktop,analytics for data
A3168,data analytics course,131.0,5719.0,183.69,12.0,7.0,0.053,1555.0,2024-11-23,hyderabad,Mobile,data anaytics training
A3169,data analytics course,116.0,4250.0,186.34,12.0,3.0,0.026,1043.0,2024-11-30,hyderabad,Desktop,analytics for data
A3170,data analytics course,80.0,5648.0,239.26,10.0,6.0,0.075,1005.0,2024-11-20,hyderabad,Mobile,data analytics course
A3171,data analytics course,81.0,3394.0,187.24,12.0,6.0,0.074,1227.0,2024-12-11,hyderabad,Tablet,data analytics course
A3172,data analytics course,189.0,5117.0,197.9,20.0,8.0,0.042,1710.0,2024-11-28,hyderabad,Mobile,analytics for data
A3173,data analytics course,128.0,3861.0,232.11,30.0,10.0,0.0489792299898682,1636.0,2024-11-18,hyderabad,Tablet,data analytics course
A3174,data analytics course,182.0,3303.0,238.4,17.0,4.0,0.022,1695.0,2024-11-05,hyderabad,Desktop,data analitics online
A3175,data analytics course,124.0,4192.0,184.42,12.0,6.0,0.048,1498.6481105241771,2024-05-11,hyderabad,Tablet,data analytics course
A3176,data analytics course,137.0,3720.0,237.22,24.0,5.0,0.036,1811.0,2024-10-11,hyderabad,Mobile,online data analytic
A3177,data analytics course,106.0,5789.0,183.62,19.0,3.0,0.028,1838.0,2024-11-16,hyderabad,Desktop,data analitics online
A3178,data analytics course,102.0,5113.0,206.65,27.0,6.0,0.059,1466.0,2024-11-19,hyderabad,Mobile,data analytics course
A3179,data analytics course,155.0,3234.0,204.47,12.0,4.0,0.026,1401.0,2024-11-16,hyderabad,Desktop,learn data analytics
A3180,data analytics course,85.0,3088.0,234.24,24.0,4.0,0.047,1210.0,2024-11-07,hyderabad,Tablet,analytics for data
A3181,data analytics course,126.0,5114.0,233.27,30.0,5.0,0.0489792299898682,1197.0,2024-11-15,hyderabad,Tablet,data analitics online
A3182,data analytics course,96.0,5070.0,210.63,27.0,10.0,0.104,1653.0,2024-11-18,hyderabad,Tablet,online data analytic
A3183,data analytics course,128.0,4445.0,200.52,14.0,4.0,0.031,1861.0,2024-11-05,hyderabad,Tablet,learn data analytics
A3184,data analytics course,151.0,3656.0,199.96,26.0,7.0,0.051,1566.0,2024-11-17,hyderabad,Desktop,online data analytic
A3185,data analytics course,95.0,3583.0,223.37,22.0,9.0,0.033,1821.0,2024-11-29,hyderabad,Desktop,online data analytic
A3186,data analytics course,193.0,4790.0,247.69,23.0,5.0,0.026,1687.0,2024-11-24,hyderabad,Mobile,data analitics online
A3187,data analytics course,90.0,3235.0,211.4,29.0,10.0,0.111,1290.0,2024-11-19,hyderabad,Tablet,analytics for data
